ExperimentName	HCPID	RunNumber	Subject	Session	RandomSeed	Group	Laptop.RefreshRate	ScannerD2.RefreshRate	StudioVersion	RuntimeVersion	RuntimeVersionExpected	ExperimentVersion	triggercode	Allowed	Target	Nontarget	FontStyle	RunTrialNumber[Session]	TrialsPerRun[Session]	TotalRespGreater200[Session]	ConsecRTLess200[Session]	ConsecNonResp[Session]	StimuliDir	ACC_2_Back_Body	Avg_RT_For_Correct_Trials_2_Back_Body	ACC_0_Back_Body	Avg_RT_For_Correct_Trials_0_Back_Body	ACC_2_Back_Face	Avg_RT_For_Correct_Trials_2_Back_Face	ACC_0_Back_Face	Avg_RT_For_Correct_Trials_0_Back_Face	ACC_2_Back_Place	Avg_RT_For_Correct_Trials_2_Back_Place	ACC_0_Back_Place	Avg_RT_For_Correct_Trials_0_Back_Place	ACC_2_Back_Tools	Avg_RT_For_Correct_Trials_2_Back_Tools	ACC_0_Back_Tools	Avg_RT_For_Correct_Trials_0_Back_Tools	ExpInstrucFeelFreeToRest.OnsetDelay	ExpInstrucFeelFreeToRest.OnsetTime	ExpInstrucFeelFreeToRest.DurationError	ExpInstrucFeelFreeToRest.StartTime	ExpInstrucFeelFreeToRest.OnsetToOnsetTime	FeelFreeToRest.OnsetDelay	FeelFreeToRest.OnsetTime	FeelFreeToRest.DurationError	FeelFreeToRest.StartTime	FeelFreeToRest.OnsetToOnsetTime	SessionSelectionList	Procedure[Block]	Stimulus[Block]	RunNumberFilterValue	SessionSelectionList.Cycle	SessionSelectionList.Sample	Running[Block]	IntroButtonMap.OnsetDelay	IntroButtonMap.OnsetTime	IntroButtonMap.DurationError	IntroButtonMap.OnsetToOnsetTime	GetReady.OnsetDelay	GetReady.OnsetTime	GetReady.DurationError	GetReady.OnsetToOnsetTime	Cue2Back.OnsetDelay	Cue2Back.OnsetTime	Cue2Back.DurationError	Cue2Back.OnsetToOnsetTime	Run1Block1	TargetType	CorrectResponse	StimType	BlockType	RunTrialNumber[Block]	TrialsPerRun[Block]	TotalRespGreater200[Block]	ConsecRTLess200[Block]	ConsecNonResp[Block]	ControlAcc	ConsecSameResp	ExperimenterWindow.OnsetDelay	ExperimenterWindow.OnsetTime	ExperimenterWindow.DurationError	ExperimenterWindow.OnsetToOnsetTime	Stim.OnsetDelay	Stim.OnsetTime	Stim.DurationError	Stim.RTTime	Stim.ACC	Stim.RT	Stim.RESP	Stim.CRESP	Stim.OnsetToOnsetTime	Fix.OnsetDelay	Fix.OnsetTime	Fix.DurationError	Fix.OnsetToOnsetTime	CueTarget.OnsetDelay	CueTarget.OnsetTime	CueTarget.DurationError	CueTarget.OnsetToOnsetTime	Run1Block2	Fix15sec.OnsetDelay	Fix15sec.OnsetTime	Fix15sec.DurationError	Fix15sec.OnsetToOnsetTime	Run1Block3	Run1Block4	Run1Block5	Run1Block6	Run1Block7	Run1Block8	Block	Procedure[Trial]	Stimulus[Trial]	ReadyList	Running[Trial]	ReadyList.Cycle	ReadyList.Sample	SyncSlide.OnsetDelay	SyncSlide.OnsetTime	SyncSlide.DurationError	SyncSlide.FinishTime	SyncSlide.OnsetToOnsetTime	Trial
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	36	TrialsPROC	PL_018_SCENE_04.png	2	2	69	SessionSelectionList														nonlure	3	Place	2-Back	61	80	60	0	0	100	3	39	229001	1	13	73	226962	-1	227769	1	807	3	3	2039	52	229014	-53	0																69												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	37	Fix15secPROC	""	2	2	70	SessionSelectionList																																															5	229467	-6	0							70												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	38	Cue0BackPROC	FC_020_F10.png	2	2	71	SessionSelectionList																																										26	244488	-27	0												71												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	39	TrialsPROC	FC_024_F12.png	2	2	72	SessionSelectionList														nonlure	3	Face	0-Back	62	80	61	0	0	100	4	40	249073	1	13	71	247033	-1	247865	1	832	3	3	2040	53	249086	-54	0																72												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	39	TrialsPROC	FC_023_M12.png	2	2	73	SessionSelectionList														nonlure	3	Face	0-Back	63	80	62	0	0	100	5	39	251645	1	14	73	249606	-1	250160	1	554	3	3	2039	53	251659	-54	0																73												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	39	TrialsPROC	FC_020_F10.png	2	2	74	SessionSelectionList														target	2	Face	0-Back	64	80	63	0	0	100	1	39	254217	3	14	72	252178	-1	252624	1	446	2	2	2039	53	254231	-54	0																74												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	39	TrialsPROC	FC_024_F12.png	2	2	75	SessionSelectionList														lure	3	Face	0-Back	65	80	64	0	0	100	1	40	256790	1	13	72	254750	-1	255136	1	386	3	3	2040	53	256803	-54	0																75												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	39	TrialsPROC	FC_020_F10.png	2	2	76	SessionSelectionList														target	2	Face	0-Back	66	80	65	0	0	100	1	39	259362	1	13	73	257323	-1	257818	1	495	2	2	2039	52	259375	-53	0																76												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	39	TrialsPROC	FC_022_F11.png	2	2	77	SessionSelectionList														nonlure	3	Face	0-Back	67	80	66	0	0	100	1	39	261934	2	14	72	259895	-1	260541	1	646	3	3	2039	53	261948	-54	0																77												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	39	TrialsPROC	FC_023_M12.png	2	2	78	SessionSelectionList														lure	3	Face	0-Back	68	80	67	0	0	100	2	39	264506	2	14	72	262467	-1	263057	1	590	3	3	2039	53	264520	-54	0																78												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	39	TrialsPROC	FC_021_M11.png	2	2	79	SessionSelectionList														nonlure	3	Face	0-Back	69	80	68	0	0	100	3	39	267079	1	13	73	265040	-1	265574	1	534	3	3	2039	52	267092	-53	0																79												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	39	TrialsPROC	FC_021_M11.png	2	2	80	SessionSelectionList														lure	3	Face	0-Back	70	80	69	0	0	100	4	39	269651	1	14	72	267612	-1	268073	1	461	3	3	2039	53	269665	-54	0																80												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	39	TrialsPROC	FC_019_M10.png	2	2	81	SessionSelectionList														nonlure	3	Face	0-Back	71	80	70	0	0	100	5	39	272223	2	14	72	270184	-1	270766	1	582	3	3	2039	53	272237	-54	0																81												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	40	Cue0BackPROC	PL_021_SCENE_07.png	2	2	82	SessionSelectionList																																										19	272703	-20	0												82												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	41	TrialsPROC	PL_025_SCENE_18.png	2	2	83	SessionSelectionList														nonlure	3	Place	0-Back	72	80	71	0	0	100	6	39	277288	1	14	65	275249	-1	275925	1	676	3	3	2039	53	277302	-54	0																83												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	41	TrialsPROC	PL_026_SCENE_24.png	2	2	84	SessionSelectionList														nonlure	3	Place	0-Back	73	80	72	0	0	100	7	39	279860	2	14	72	277821	-1	278389	1	568	3	3	2039	53	279874	-54	0																84												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	41	TrialsPROC	PL_025_SCENE_18.png	2	2	85	SessionSelectionList														lure	3	Place	0-Back	74	80	73	0	0	100	8	40	282433	1	13	72	280393	-1	281042	1	649	3	3	2040	53	282446	-54	0																85												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	41	TrialsPROC	PL_022_SCENE_08.png	2	2	86	SessionSelectionList														nonlure	3	Place	0-Back	75	80	74	0	0	100	9	39	285005	1	14	73	282966	-1	283690	1	724	3	3	2039	53	285019	-54	0																86												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	41	TrialsPROC	PL_026_SCENE_24.png	2	2	87	SessionSelectionList														lure	3	Place	0-Back	76	80	75	0	0	100	10	39	287577	2	14	72	285538	-1	286257	1	719	3	3	2039	53	287591	-54	0																87												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	41	TrialsPROC	PL_021_SCENE_07.png	2	2	88	SessionSelectionList														target	2	Place	0-Back	77	80	76	0	0	100	1	39	290149	2	14	72	288110	-1	288609	1	499	2	2	2039	53	290163	-54	0																88												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	41	TrialsPROC	PL_021_SCENE_07.png	2	2	89	SessionSelectionList														target	2	Place	0-Back	78	80	77	0	0	100	2	39	292722	1	13	73	290683	-1	291296	1	613	2	2	2039	52	292735	-53	0																89												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	41	TrialsPROC	PL_023_SCENE_09.png	2	2	90	SessionSelectionList														nonlure	3	Place	0-Back	79	80	78	0	0	100	1	39	295294	1	14	72	293255	-1	293742	1	487	3	3	2039	53	295308	-54	0																90												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	41	TrialsPROC	PL_024_SCENE_10.png	2	2	91	SessionSelectionList														nonlure	3	Place	0-Back	80	80	79	0	0	100	2	39	297866	2	14	72	295827	-1	296807	1	980	3	3	2039	53	297880	-54	0																91												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	41	TrialsPROC	PL_022_SCENE_08.png	2	2	92	SessionSelectionList														lure	3	Place	0-Back	80	80	80	0	0	100	3	39	300439	1	13	73	298400	-1	299199	1	799	3	3	2039	52	300452	-53	0																92												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	42	Fix15secPROC	""	2	2	93	SessionSelectionList																																															5	300905	-6	0							93												
